ID	NAME	RANK	TYPE
318	Saponaria	316	TAXON
319	Saponaria ocymoides	317	TAXON
320	Saponaria officinalis	318	TAXON
321	Silene	319	TAXON
322	Silene acaulis	320	TAXON
323	Silene nutans	321	TAXON
324	Silene rupestris	322	TAXON
325	Silene vulgaris	323	TAXON
326	Silene flos-cuculi	324	TAXON
327	Silene dioica	325	TAXON
328	Silene latifolia	326	TAXON
329	Droseraceae	327	TAXON
330	Drosera	328	TAXON
331	Drosera rotundifolia	329	TAXON
332	Polygonaceae	330	TAXON
333	Oxyria digyna	331	TAXON
334	Polygonum	332	TAXON
335	Polygonum aviculare	333	TAXON
336	Polygonum persicaria	334	TAXON
337	Polygonum bistorta	335	TAXON
338	Polygonum viviparum	336	TAXON
339	Reynoutria japonica	337	TAXON
340	Rumex	338	TAXON
341	Rumex alpinus	339	TAXON
342	Rumex obtusifolius	340	TAXON
343	Rumex acetosa	341	TAXON
344	Rumex scutatus	342	TAXON
345	Santalaceae	343	TAXON
346	Thesium alpinum	344	TAXON
347	Viscum album	345	TAXON
348	Crassulaceae	346	TAXON
349	Sedum	347	TAXON
350	Sedum acre	348	TAXON
351	Sedum album	349	TAXON
352	Sedum atratum	350	TAXON
353	Sempervivum	351	TAXON
354	Sempervivum arachnoideum	352	TAXON
355	Sempervivum montanum	353	TAXON
356	Hamamelidaceae	354	TAXON
357	Hamamelis	355	TAXON
358	Hamamelis virginiana	356	TAXON
359	Saxifragaceae	357	TAXON
360	Chrysosplenium alternifolium	358	TAXON
361	Saxifraga	359	TAXON
362	Saxifraga caesia	360	TAXON
363	Saxifraga paniculata	361	TAXON
364	Saxifraga aizoides	362	TAXON
365	Saxifraga oppositifolia	363	TAXON
366	Saxifraga androsacea	364	TAXON
367	Saxifraga bryoides	365	TAXON
368	Saxifraga rotundifolia	366	TAXON
369	Saxifraga stellaris	367	TAXON
370	Rosanae	368	TAXON
371	Celastraceae	369	TAXON
372	Euonymus europaeus	370	TAXON
373	Parnassiaceae	371	TAXON
374	Parnassia palustris	372	TAXON
375	Euphorbiaceae	373	TAXON
376	Euphorbia	374	TAXON
377	Euphorbia amygdaloides	375	TAXON
378	Euphorbia cyparissias	376	TAXON
379	Euphorbia helioscopia	377	TAXON
380	Mercurialis perennis	378	TAXON
381	Hypericaceae	379	TAXON
382	Hypericum perforatum	380	TAXON
383	Linaceae	381	TAXON
384	Linum catharticum	382	TAXON
385	Linum usitatissimum	383	TAXON
386	Salicaceae	384	TAXON
387	Populus	385	TAXON
388	Populus alba	386	TAXON
389	Populus nigra	387	TAXON
390	Populus tremula	388	TAXON
391	Salix	389	TAXON
392	Salix alba	390	TAXON
393	Salix caprea	391	TAXON
394	Salix elaeagnos	392	TAXON
395	Salix helvetica	393	TAXON
396	Salix purpurea	394	TAXON
397	Salix herbacea	395	TAXON
398	Salix reticulata	396	TAXON
399	Salix retusa	397	TAXON
400	Violaceae	398	TAXON
401	Viola hirta	399	TAXON
402	Viola reichenbachiana	400	TAXON
403	Viola arvensis	401	TAXON
404	Viola biflora	402	TAXON
405	Viola calcarata	403	TAXON
406	Viola tricolor	404	TAXON
407	Oxalidaceae	405	TAXON
408	Oxalis acetosella	406	TAXON
409	Fabaceae	407	TAXON
410	Faboideae	408	TAXON
411	Laburnum	409	TAXON
412	Laburnum anagyroides	410	TAXON
413	Medicago	411	TAXON
414	Medicago falcata	412	TAXON
415	Medicago lupulina	413	TAXON
416	Medicago sativa	414	TAXON
417	Melilotus	415	TAXON
418	Melilotus albus	416	TAXON
419	Melilotus officinalis	417	TAXON
420	Trifolium	418	TAXON
421	Trifolium alpinum	419	TAXON
422	Trifolium pratense	420	TAXON
423	Trifolium badium	421	TAXON
424	Trifolium dubium	422	TAXON
425	Trifolium montanum	423	TAXON
426	Trifolium repens	424	TAXON
427	Lotus corniculatus	425	TAXON
428	Lathyrus	426	TAXON
429	Lathyrus pratensis	427	TAXON
430	Lathyrus vernus	428	TAXON
431	Vicia	429	TAXON
432	Vicia cracca	430	TAXON
433	Vicia sativa	431	TAXON
434	Vicia sepium	432	TAXON
435	Anthyllis vulneraria	433	TAXON
436	Hippocrepis comosa	434	TAXON
437	Securigera varia	435	TAXON
438	Robinia pseudoacacia	436	TAXON
439	Astragalus	437	TAXON
440	Astragalus alpinus	438	TAXON
441	Astragalus frigidus	439	TAXON
442	Hedysarum hedysaroides	440	TAXON
443	Onobrychis	441	TAXON
444	Onobrychis montana	442	TAXON
445	Onobrychis viciifolia	443	TAXON
446	Oxytropis	444	TAXON
447	Oxytropis campestris	445	TAXON
448	Oxytropis jacquinii	446	TAXON
449	Polygalaceae	447	TAXON
450	Polygala chamaebuxus	448	TAXON
451	Polygala vulgaris	449	TAXON
452	Fagales	450	TAXON
453	Betulaceae	451	TAXON
454	Alnus	452	TAXON
455	Alnus glutinosa	453	TAXON
456	Alnus incana	454	TAXON
457	Alnus viridis	455	TAXON
458	Betula	456	TAXON
459	Betula pendula	457	TAXON
460	Betula pubescens	458	TAXON
461	Carpinus betulus	459	TAXON
462	Corylus avellana	460	TAXON
463	Ostrya carpinifolia	461	TAXON
464	Fagaceae	462	TAXON
465	Castanea sativa	463	TAXON
466	Fagus sylvatica	464	TAXON
467	Quercus	465	TAXON
468	Quercus petraea	466	TAXON
469	Quercus pubescens	467	TAXON
470	Quercus robur	468	TAXON
471	Juglandaceae	469	TAXON
472	Juglans regia	470	TAXON
473	Cannabaceae	471	TAXON
474	Cannabis sativa	472	TAXON
475	Humulus lupulus	473	TAXON
476	Elaeagnaceae	474	TAXON
477	Hippophae rhamnoides	475	TAXON
478	Rhamnaceae	476	TAXON
479	Frangula alnus	477	TAXON
480	Frangula purshiana	478	TAXON
481	Rhamnus cathartica	479	TAXON
482	Rosaceae	480	TAXON
483	Rosoideae	481	TAXON
484	Dryas octopetala	482	TAXON
485	Geum	483	TAXON
486	Geum montanum	484	TAXON
487	Geum rivale	485	TAXON
488	Geum urbanum	486	TAXON
489	Filipendula ulmaria	487	TAXON
490	Potentilla	488	TAXON
491	Potentilla anserina	489	TAXON
492	Potentilla aurea	490	TAXON
493	Potentilla crantzii	491	TAXON
494	Potentilla erecta	492	TAXON
495	Potentilla reptans	493	TAXON
496	Potentilla sterilis	494	TAXON
497	Sibbaldia procumbens	495	TAXON
498	Alchemilla	496	TAXON
499	Alchemilla alpina	497	TAXON
500	Alchemilla vulgaris	498	TAXON
501	Sanguisorba minor	499	TAXON
502	Fragaria	500	TAXON
503	Fragaria vesca	501	TAXON
504	Rosa	502	TAXON
505	Rosa canina	503	TAXON
506	Rosa pendulina	504	TAXON
507	Rubus	505	TAXON
508	Rubus fruticosus	506	TAXON
509	Rubus idaeus	507	TAXON
510	Maloideae	508	TAXON
511	Cotoneaster integerrimus	509	TAXON
512	Crataegus	510	TAXON
513	Crataegus laevigata	511	TAXON
514	Crataegus monogyna	512	TAXON
515	Amelanchier ovalis	513	TAXON
516	Malus sylvestris	514	TAXON
517	Pyrus pyraster	515	TAXON
518	Sorbus	516	TAXON
519	Sorbus aucuparia	517	TAXON
520	Sorbus domestica	518	TAXON
521	Sorbus aria	519	TAXON
522	Sorbus torminalis	520	TAXON
523	Prunoideae	521	TAXON
524	Prunus	522	TAXON
525	Prunus avium	523	TAXON
526	Prunus mahaleb	524	TAXON
527	Prunus padus	525	TAXON
528	Prunus spinosa	526	TAXON
529	Ulmaceae	527	TAXON
530	Ulmus	528	TAXON
531	Ulmus glabra	529	TAXON
532	Ulmus minor	530	TAXON
533	Urticaceae	531	TAXON
534	Urtica dioica	532	TAXON
535	Geraniaceae	533	TAXON
536	Erodium	534	TAXON
537	Erodium cicutarium	535	TAXON
538	Geranium	536	TAXON
539	Geranium pyrenaicum	537	TAXON
540	Geranium robertianum	538	TAXON
541	Geranium rotundifolium	539	TAXON
542	Geranium sanguineum	540	TAXON
543	Geranium sylvaticum	541	TAXON
544	Onagraceae	542	TAXON
545	Circaea lutetiana	543	TAXON
546	Epilobium	544	TAXON
547	Epilobium angustifolium	545	TAXON
548	Epilobium montanum	546	TAXON
549	Oenothera biennis	547	TAXON
550	Brassicaceae	548	TAXON
551	Kernera saxatilis	549	TAXON
552	Alliaria petiolata	550	TAXON
553	Arabidopsis thaliana	551	TAXON
554	Arabis alpina	552	TAXON
555	Brassica napus	553	TAXON
556	Cardamine	554	TAXON
557	Cardamine hirsuta	555	TAXON
558	Cardamine pratensis	556	TAXON
559	Cardamine resedifolia	557	TAXON
560	Sinapis arvensis	558	TAXON
561	Biscutella laevigata	559	TAXON
562	Capsella bursa-pastoris	560	TAXON
563	Pritzelago alpina	561	TAXON
564	Thlaspi	562	TAXON
565	Thlaspi arvense	563	TAXON
566	Thlaspi rotundifolium	564	TAXON
567	Draba aizoides	565	TAXON
568	Lunaria annua	566	TAXON
569	Cistaceae	567	TAXON
570	Helianthemum	568	TAXON
571	Helianthemum alpestre	569	TAXON
572	Helianthemum nummularium	570	TAXON
573	Malvaceae	571	TAXON
574	Malvoideae	572	TAXON
575	Althaea officinalis	573	TAXON
576	Malva	574	TAXON
577	Malva neglecta	575	TAXON
578	Malva sylvestris	576	TAXON
579	Tilioideae	577	TAXON
580	Tilia	578	TAXON
581	Tilia cordata	579	TAXON
582	Tilia platyphyllos	580	TAXON
583	Thymelaeaceae	581	TAXON
584	Daphne	582	TAXON
585	Daphne mezereum	583	TAXON
586	Daphne striata	584	TAXON
587	Rutaceae	585	TAXON
588	Ruta graveolens	586	TAXON
589	Sapindaceae	587	TAXON
590	Acer	588	TAXON
591	Acer campestre	589	TAXON
592	Acer opalus	590	TAXON
593	Acer platanoides	591	TAXON
594	Acer pseudoplatanus	592	TAXON
595	Aesculus hippocastanum	593	TAXON
596	Asteranae	594	TAXON
597	Cornaceae	595	TAXON
598	Cornus	596	TAXON
599	Cornus mas	597	TAXON
600	Cornus sanguinea	598	TAXON
601	Balsaminaceae	599	TAXON
602	Impatiens	600	TAXON
603	Impatiens glandulifera	601	TAXON
604	Impatiens noli-tangere	602	TAXON
605	Impatiens parviflora	603	TAXON
606	Ericaceae	604	TAXON
607	Calluna vulgaris	605	TAXON
608	Empetrum hermaphroditum	606	TAXON
609	Erica carnea	607	TAXON
610	Loiseleuria procumbens	608	TAXON
611	Arctostaphylos uva-ursi	609	TAXON
612	Rhododendron	610	TAXON
613	Rhododendron ferrugineum	611	TAXON
614	Rhododendron hirsutum	612	TAXON
615	Vaccinium	613	TAXON
616	Vaccinium myrtillus	614	TAXON
617	Vaccinium uliginosum	615	TAXON
618	Vaccinium vitis-idaea	616	TAXON
619	Primulaceae	617	TAXON
620	Anagallis arvensis	618	TAXON
621	Lysimachia nemorum	619	TAXON
622	Androsace	620	TAXON
623	Androsace chamaejasme	621	TAXON
624	Androsace obtusifolia	622	TAXON
625	Androsace alpina	623	TAXON
626	Androsace helvetica	624	TAXON
627	Androsace vandellii	625	TAXON
628	Primula	626	TAXON
629	Primula auricula	627	TAXON
630	Primula elatior	628	TAXON
631	Primula veris	629	TAXON
632	Primula farinosa	630	TAXON
633	Primula hirsuta	631	TAXON
634	Soldanella	632	TAXON
635	Soldanella alpina	633	TAXON
636	Soldanella pusilla	634	TAXON
637	Lamiiden	635	TAXON
638	Boraginaceae	636	TAXON
639	Echium	637	TAXON
640	Echium vulgare	638	TAXON
641	Myosotis	639	TAXON
642	Myosotis alpestris	640	TAXON
643	Myosotis arvensis	641	TAXON
644	Pulmonaria	642	TAXON
645	Pulmonaria obscura	643	TAXON
646	Symphytum	644	TAXON
647	Symphytum officinale	645	TAXON
648	Gentianales	646	TAXON
649	Apocynaceae	647	TAXON
650	Apocynoideae	648	TAXON
651	Vinca minor	649	TAXON
652	Asclepiadoideae	650	TAXON
653	Vincetoxicum hirundinaria	651	TAXON
654	Gentianaceae	652	TAXON
655	Gentiana	653	TAXON
656	Gentiana acaulis	654	TAXON
657	Gentiana clusii	655	TAXON
658	Gentiana verna	656	TAXON
659	Gentiana lutea	657	TAXON
660	Gentiana punctata	658	TAXON
661	Gentiana purpurea	659	TAXON
662	Gentianella	660	TAXON
663	Gentianella campestris	661	TAXON
664	Gentianella germanica	662	TAXON
665	Rubiaceae	663	TAXON
666	Asperula	664	TAXON
667	Asperula cynanchica	665	TAXON
668	Cruciata	666	TAXON
669	Cruciata laevipes	667	TAXON
670	Galium	668	TAXON
671	Galium anisophyllon	669	TAXON
672	Galium aparine	670	TAXON
673	Galium mollugo	671	TAXON
674	Galium odoratum	672	TAXON
675	Galium verum	673	TAXON
676	Oleaceae	674	TAXON
677	Fraxinus	675	TAXON
678	Fraxinus excelsior	676	TAXON
679	Fraxinus ornus	677	TAXON
680	Ligustrum vulgare	678	TAXON
681	Plantaginaceae	679	TAXON
682	Chaenorrhinum minus	680	TAXON
683	Linaria	681	TAXON
684	Linaria alpina	682	TAXON
685	Linaria vulgaris	683	TAXON
686	Globularia	684	TAXON
687	Globularia cordifolia	685	TAXON
688	Globularia nudicaulis	686	TAXON
689	Digitalis	687	TAXON
690	Digitalis grandiflora	688	TAXON
691	Digitalis lanata	689	TAXON
692	Digitalis lutea	690	TAXON
693	Digitalis purpurea	691	TAXON
694	Plantago	692	TAXON
695	Plantago lanceolata	693	TAXON
696	Plantago major	694	TAXON
697	Plantago media	695	TAXON
698	Plantago alpina	696	TAXON
699	Plantago atrata	697	TAXON
700	Veronica	698	TAXON
701	Veronica beccabunga	699	TAXON
702	Veronica chamaedrys	700	TAXON
703	Veronica urticifolia	701	TAXON
704	Veronica arvensis	702	TAXON
705	Veronica filiformis	703	TAXON
706	Veronica hederifolia	704	TAXON
707	Veronica persica	705	TAXON
708	Veronica bellidioides	706	TAXON
709	Veronica fruticans	707	TAXON
710	Scrophulariaceae	708	TAXON
711	Buddleja davidii	709	TAXON
712	Verbascum	710	TAXON
713	Verbascum lychnitis	711	TAXON
714	Orobanchaceae	712	TAXON
715	Orobanche	713	TAXON
716	Orobanche alba	714	TAXON
717	Pedicularis	715	TAXON
718	Pedicularis foliosa	716	TAXON
719	Pedicularis tuberosa	717	TAXON
720	Pedicularis verticillata	718	TAXON
721	Melampyrum	719	TAXON
722	Melampyrum pratense	720	TAXON
723	Melampyrum sylvaticum	721	TAXON
724	Rhinanthus	722	TAXON
725	Rhinanthus alectorolophus	723	TAXON
726	Rhinanthus minor	724	TAXON
727	Bartsia alpina	725	TAXON
728	Euphrasia	726	TAXON
729	Euphrasia minima	727	TAXON
730	Euphrasia rostkoviana	728	TAXON
731	Lentibulariaceae	729	TAXON
732	Pinguicula	730	TAXON
733	Pinguicula alpina	731	TAXON
734	Pinguicula vulgaris	732	TAXON
735	Lamiaceae	733	TAXON
736	Ajuga	734	TAXON
737	Ajuga pyramidalis	735	TAXON
738	Ajuga reptans	736	TAXON
739	Glechoma hederacea	737	TAXON
740	Teucrium	738	TAXON
741	Teucrium chamaedrys	739	TAXON
742	Teucrium montanum	740	TAXON
743	Origanum vulgare	741	TAXON
744	Thymus serpyllum	742	TAXON
745	Thymus vulgaris	743	TAXON
746	Acinos	744	TAXON
747	Acinos alpinus	745	TAXON
748	Galeopsis	746	TAXON
749	Galeopsis tetrahit	747	TAXON
750	Lamium	748	TAXON
751	Lamium album	749	TAXON
752	Lamium galeobdolon	750	TAXON
753	Lamium maculatum	751	TAXON
754	Lamium purpureum	752	TAXON
755	Melissa officinalis	753	TAXON
756	Melittis melissophyllum	754	TAXON
757	Prunella	755	TAXON
758	Prunella vulgaris	756	TAXON
759	Rosmarinus officinalis	757	TAXON
760	Salvia	758	TAXON
761	Salvia glutinosa	759	TAXON
762	Salvia officinalis	760	TAXON
763	Salvia pratensis	761	TAXON
764	Stachys	762	TAXON
765	Stachys recta	763	TAXON
766	Stachys sylvatica	764	TAXON
767	Mentha	765	TAXON
768	Mentha piperita	766	TAXON
769	Verbenaceae	767	TAXON
770	Verbena officinalis	768	TAXON
771	Convolvulaceae	769	TAXON
772	Calystegia sepium	770	TAXON
773	Convolvulus arvensis	771	TAXON
774	Cuscuta epithymum	772	TAXON
775	Solanaceae	773	TAXON
776	Atropa bella-donna	774	TAXON
777	Datura stramonium	775	TAXON
778	Hyoscyamus niger	776	TAXON
779	Solanum	777	TAXON
780	Solanum dulcamara	778	TAXON
781	Campanuliden	779	TAXON
782	Aquifoliaceae	780	TAXON
783	Ilex aquifolium	781	TAXON
784	Apiaceae	782	TAXON
785	Heracleum	783	TAXON
786	Heracleum sphondylium	784	TAXON
787	Laserpitium	785	TAXON
788	Laserpitium latifolium	786	TAXON
789	Laserpitium siler	787	TAXON
